Mod:Item:MetaData, Localized Name
ic2:blockwall:10, 建筑泡沫墙
ic2:blockwall:11, 建筑泡沫墙
ic2:blockwall:12, 建筑泡沫墙
ic2:blockwall:13, 建筑泡沫墙
ic2:blockwall:14, 建筑泡沫墙
ic2:blockwall:15, 建筑泡沫墙
ic2:blockwool:0, 建筑泡沫羊毛
ic2:blockwool:1, 建筑泡沫羊毛
ic2:blockwool:2, 建筑泡沫羊毛
ic2:blockwool:3, 建筑泡沫羊毛
ic2:blockwool:4, 建筑泡沫羊毛
ic2:blockwool:5, 建筑泡沫羊毛
ic2:blockwool:6, 建筑泡沫羊毛
ic2:blockwool:7, 建筑泡沫羊毛
ic2:blockwool:8, 建筑泡沫羊毛
ic2:blockwool:9, 建筑泡沫羊毛
ic2:blockwool:10, 建筑泡沫羊毛
ic2:blockwool:11, 建筑泡沫羊毛
ic2:blockwool:12, 建筑泡沫羊毛
ic2:blockwool:13, 建筑泡沫羊毛
ic2:blockwool:14, 建筑泡沫羊毛
ic2:blockwool:15, 建筑泡沫羊毛
ic2:blockpixelfoam:0, 像素泡沫
ic2:blockpixelfoam:1, 像素泡沫
ic2:blockpixelfoam:2, 像素泡沫
ic2:blockpixelfoam:4, 像素泡沫
ic2:blockpixelfoam:5, 像素泡沫
ic2:blockpixelfoam:7, 像素泡沫
ic2:blockpixelfoam:8, 像素泡沫
ic2:blockpixelfoam:9, 像素泡沫
ic2:blockpixelfoam:10, 像素泡沫
ic2:blockpixelfoam:11, 像素泡沫
ic2:blockpixelfoam:12, 像素泡沫
ic2:blockpixelfoam:13, 像素泡沫
ic2:blockpixelfoam:15, 像素泡沫
ic2:blockwalltextured, 有纹理的墙
ic2:blockharz, 树脂垫
ic2:blockrubber, 橡胶垫
ic2:blockpersonal:0, 贸易箱
ic2:blockpersonal:1, 流体贸易箱
ic2:blockpersonal:2, 电力贸易箱
ic2:blockpersonal:3, 保险箱
ic2:blockpersonal:4, 私人储罐
ic2:blockpersonal:5, 私人电池盒
ic2:blockpersonal:5, 私人MFE
ic2:blockpersonal:5, 私人MFSU
ic2:blockpersonal:8, 铱质石头
ic2:blockgenerator:0, 火力发电机
ic2:blockgenerator:1, 地热发电机
ic2:blockgenerator:2, 水力发电机
ic2:blockgenerator:3, 太阳能板
ic2:blockgenerator:4, 风力发电机
ic2:blockgenerator:5, 核反应堆
ic2:blockgenerator:6, 蒸汽反应堆
ic2:blockgenerator:7, 基础蒸汽涡轮机
ic2:blockgenerator:8, 热力发电机
ic2:blockgenerator:9, 太阳能涡轮机
ic2:blockgenerator:10, 流体燃料发电机
ic2:blockgenerator:11, 炉渣发电机
ic2:blockgenerator:12, 波浪发电机
ic2:blockgenerator:13, 海洋发电机
ic2:blockgenerator:14, 燃料锅炉
ic2:blockcompactedgenerator:0, 低压太阳能板（LV）
ic2:blockcompactedgenerator:1, 中压太阳能板（MV）
ic2:blockcompactedgenerator:2, 高压太阳能板（HV）
ic2:blockcompactedgenerator:3, 低压水力发电机（LV）
ic2:blockcompactedgenerator:4, 中压水力发电机（MV）
ic2:blockcompactedgenerator:5, 高压水力发电机（HV）
ic2:blockcompactedgenerator:6, 小型电通量发电机（LV）
ic2:blockcompactedgenerator:7, 中型电通量发电机（MV）
ic2:blockcompactedgenerator:8, 大型电通量发电机（HV）
ic2:blockchambers:0, 核反应仓
ic2:blockchambers:1, 蒸汽反应仓
ic2:blockelectric:0, 电池盒
ic2:blockelectric:1, MFE
ic2:blockelectric:2, MFSU
ic2:blockelectric:3, 电池站
ic2:blockelectric:4, 创造模式储电器
ic2:blockelectric:5, PESU
ic2:blockelectric:8, 低压变压器
ic2:blockelectric:9, 中压变压器
ic2:blockelectric:10, 高压变压器
ic2:blockelectric:11, 超高压变压器
ic2:blockelectric:12, 万用变压器
ic2:blockelectric:13, 极高压变压器
ic2:chargepad:0, 静态充能台
ic2:chargepad:1, 晶化充能台
ic2:chargepad:2, 兰伯顿充能台
ic2:chargepad:3, 裂变充能台
ic2:blockmachinelv:0, 基础机器外壳
ic2:blockmachinelv:1, 铁炉
ic2:blockmachinelv:2, 电炉
ic2:blockmachinelv:3, 打粉机
ic2:blockmachinelv:4, 提取机
ic2:blockmachinelv:5, 压缩机
ic2:blockmachinelv:6, 装罐机
ic2:blockmachinelv:7, 回收机
ic2:blockmachinelv:8, 电解机
ic2:blockmachinelv:9, 作物扫描机
ic2:blockmachinelv:10, 磁化机
ic2:blockmachinelv:11, 泵
ic2:blockmachinelv:12, 采矿机
ic2:blockmachinelv:13, 作物监管机
ic2:blockmachinelv:14, 声音信标
ic2:blockmachinelv:15, 石质打粉机
ic2:blockmachinelv2:0, 木瓦斯产生器
ic2:blockmachinelv2:1, 电力木瓦斯产生器
ic2:blockmachinelv2:2, 稀土提取器
ic2:blockmachinelv2:3, 作物库
ic2:blockmachinelv2:4, 机器缓冲器
ic2:blockmachinelv2:5, 机器储罐
ic2:blockmachinelv2:6, 工业工作台
ic2:blockmachinelv2:7, 锯木机
ic2:blockmachinemv:0, 高级机器外壳
ic2:blockmachinemv:1, 感应炉
ic2:blockmachinemv:2, 旋转破碎机
ic2:blockmachinemv:3, 离心提取机
ic2:blockmachinemv:4, 奇点压缩机
ic2:blockmachinemv:5, 真空装罐机
ic2:blockmachinemv:6, 高级回收机
ic2:blockmachinemv:7, 充能电解机
ic2:blockmachinemv:8, 矿物探测机
ic2:blockmachinemv:9, 特斯拉线圈
ic2:blockmachinemv:10, 反应堆模拟器
ic2:blockmachinemv:11, 作物收割机
ic2:blockmachinemv:12, 超频泵
ic2:blockmachinemv:13, 远程泵
ic2:blockmachinehv:0, 地形转换机
ic2:blockmachinehv:1, UU物质生成机
ic2:blockmachinehv:2, 传送机
ic2:blockmachinehv:3, 铀浓缩机
ic2:blockmachinehv:4, 电力附魔机
ic2:blockmachinehv:5, 等离子体产生器
ic2:blockmachinehv:6, 传送器
ic2:blockluminator, 日光灯
ic2:blockluminatormultipart, 日光灯（多方块）
ic2:blocknouse, .name
ic2:itemdooralloy, 防爆门
ic2:itemharz, 粘性树脂
ic2:itemscrapbox, 废料盒
ic2:itemmisc:0, 铁粉
ic2:itemmisc:1, 金粉
ic2:itemmisc:2, 铜粉
ic2:itemmisc:3, 锡粉
ic2:itemmisc:4, 青铜粉
ic2:itemmisc:5, 银粉
ic2:itemmisc:6, 煤粉
ic2:itemmisc:7, 湿润煤粉
ic2:itemmisc:8, 粘土粉
ic2:itemmisc:9, 黑曜石粉
ic2:itemmisc:11, 地狱岩粉
ic2:itemmisc:12, 木炭粉
ic2:itemmisc:13, 湿润木炭粉
ic2:itemmisc:14, 稀土粉
ic2:itemmisc:50, 铜锭
ic2:itemmisc:51, 锡锭
ic2:itemmisc:52, 青铜锭
ic2:itemmisc:53, 精炼铁锭
ic2:itemmisc:54, 银锭
ic2:itemmisc:55, 精炼铀
ic2:itemmisc:56, 合金锭
ic2:itemmisc:57, 红石浓缩铀锭
ic2:itemmisc:58, 烈焰浓缩铀锭
ic2:itemmisc:59, 末影珍珠浓缩铀锭
ic2:itemmisc:60, 下界之星浓缩铀锭
ic2:itemmisc:61, 木炭浓缩铀锭
ic2:itemmisc:100, 压缩空气单元
ic2:itemmisc:101, 湿润煤炭单元
ic2:itemmisc:102, 煤油单元
ic2:itemmisc:103, 生物质单元
ic2:itemmisc:104, 生物燃料单元
ic2:itemmisc:105, 电解水单元
ic2:itemmisc:106, 燃料单元
ic2:itemmisc:108, 等离子体单元
ic2:itemmisc:150, 蛤蛤粉
ic2:itemmisc:151, 肥料
ic2:itemmisc:152, 啤酒花
ic2:itemmisc:153, 咖啡豆
ic2:itemmisc:154, 咖啡粉
ic2:itemmisc:155, 茶叶
ic2:itemmisc:156, 面粉
ic2:itemmisc:157, 增生肥料
ic2:itemmisc:158, 大麻种子
ic2:itemmisc:159, 大麻
ic2:itemmisc:160, 恢复肥料
ic2:itemmisc:180, 铀矿石
ic2:itemmisc:181, 铱矿石
ic2:itemmisc:200, 废料
ic2:itemmisc:201, 废金属
ic2:itemmisc:202, UU物质
ic2:itemmisc:250, 煤球
ic2:itemmisc:251, 压缩煤球
ic2:itemmisc:252, 煤块
ic2:itemmisc:253, 工业钻石
ic2:itemmisc:254, 碳纤维
ic2:itemmisc:255, 碳纤维网
ic2:itemmisc:256, 碳板
ic2:itemmisc:257, 高级合金
ic2:itemmisc:258, 铱板
ic2:itemmisc:259, 压缩铜板
ic2:itemmisc:260, 基础升级
ic2:itemmisc:261, 稀土块
ic2:itemmisc:262, 惰性磁铁
ic2:itemmisc:263, 磁铁
ic2:itemmisc:264, 等离子核心
ic2:itemmisc:300, 废金属块
ic2:itemmisc:301, 废金属叶片
ic2:itemmisc:302, 原黑曜石叶片
ic2:itemmisc:303, 黑曜石叶片
ic2:itemmisc:304, 涡轮叶片
ic2:itemmisc:350, 植物球
ic2:itemmisc:351, 压缩植物
ic2:itemmisc:352, 湿润煤炭
ic2:itemmisc:353, 有机网
ic2:itemmisc:354, 生物球
ic2:itemmisc:355, 原生物球
ic2:itemmisc:356, 压缩生物球
ic2:itemmisc:357, 生物块
ic2:itemmisc:400, 刷子
ic2:itemmisc:401, 地形转换模板-空白
ic2:itemmisc:402, 地形转换生物群系-空白
ic2:itemmisc:450, 橡胶
ic2:itemmisc:451, 电路板
ic2:itemmisc:452, 高级电路板
ic2:itemmisc:453, 锡罐
ic2:itemmisc:454, 石杯
ic2:itemmisc:455, 建筑泡沫颗粒
ic2:itemmisc:500, 几乎枯竭铀燃料棒
ic2:itemmisc:501, 几乎枯竭红石铀燃料棒
ic2:itemmisc:502, 几乎枯竭烈焰铀燃料棒
ic2:itemmisc:503, 几乎枯竭末影珍珠铀燃料棒
ic2:itemmisc:504, 几乎枯竭下界之星铀燃料棒
ic2:itemmisc:505, 几乎枯竭木炭铀燃料棒
ic2:itemmisc:550, 再浓缩的铀燃料棒
ic2:itemmisc:551, 再浓缩红石铀燃料棒
ic2:itemmisc:552, 再浓缩烈焰铀燃料棒
ic2:itemmisc:553, 再浓缩末影珍珠铀燃料棒
ic2:itemmisc:554, 再浓缩下界之星铀燃料棒
ic2:itemmisc:555, 再浓缩木炭铀燃料棒
ic2:itemtfbpbase:0, 地形转换模板-蘑菇
ic2:itemtfbpbase:1, 地形转换模板-耕地
ic2:itemtfbpbase:2, 地形转换模板-灌溉
ic2:itemtfbpbase:3, 地形转换模板-冰原
ic2:itemtfbpbase:4, 地形转换模板-沙漠
ic2:itemtfbpbase:5, 地形转换模板-平地
ic2:itemtfbpbase:20, 地形转换生物群系-耕地
ic2:itemtfbpbase:21, 地形转换生物群系-沙漠
ic2:itemtfbpbase:22, 地形转换生物群系-森林
ic2:itemtfbpbase:23, 地形转换生物群系-灌溉
ic2:itemtfbpbase:24, 地形转换生物群系-蘑菇
ic2:itemtfbpbase:25, 地形转换生物群系-丛林
ic2:itemtfbpbase:26, 地形转换生物群系-冰原
ic2:itemcable:0, 铜质导线
ic2:itemcable:1, 绝缘铜质导线
ic2:itemcable:2, 金质导线
ic2:itemcable:3, 绝缘金质导线
ic2:itemcable:4, 2x绝缘金质导线
ic2:itemcable:5, 高压导线
ic2:itemcable:6, 绝缘高压导线
ic2:itemcable:7, 2x绝缘高压导线
ic2:itemcable:8, 4x绝缘高压导线
ic2:itemcable:9, 玻璃纤维导线
ic2:itemcable:10, 锡质导线
ic2:itemcable:11, EU检测导线
ic2:itemcable:12, EU分流导线
ic2:itemcable:13, 青铜导线
ic2:itemcable:14, 绝缘青铜导线
ic2:itemcable:15, 2x 绝缘青铜导线
ic2:itemcable:16, 等离子体导线
ic2:itemtincanfilled:0, 锡罐（满）
ic2:itemtincanfilled:1, 锡罐（满）
ic2:itemtincanfilled:2, 锡罐（满）
ic2:itemtincanfilled:3, 锡罐（满）
ic2:itemtincanfilled:4, 锡罐（满）
ic2:itemtincanfilled:5, 锡罐（满）
ic2:itemtincanfilled:6, 锡罐（满）
ic2:itemcellempty:0, 空单元
ic2:itemcellempty:1, 水单元
ic2:itemcellempty:2, 熔岩单元
ic2:itemcellempty:3, 木瓦斯单元
ic2:itemfuelcans:0, 燃油罐（空）
ic2:itemtoolbox:0, 工具盒
ic2:itemtoolbox:2, 纳米工具盒
ic2:itemtoolbox:4, 量子工具盒
ic2:itemic2boats:0, 碳纤维船
ic2:itemic2boats:1, 橡胶船
ic2:itemic2boats:2, 损坏的橡胶船
ic2:itemic2boats:3, 电动船
ic2:itemcoins:0, 工业货币
ic2:itemcoins:1, 工业货币
ic2:itemcoins:2, 工业货币
ic2:itemcoins:3, 工业货币
ic2:itemcoins:4, 工业货币
ic2:itemcoins:5, 工业货币
ic2:itemtoolbronzepickaxe, 青铜镐
ic2:itemtoolbronzeaxe, 青铜斧
ic2:itemtoolbronzespade, 青铜锹
ic2:itemtoolbronzesword, 青铜剑
ic2:itemtoolbronzehoe, 青铜锄
ic2:itemtoolwrench, 扳手
ic2:itemtreetap, 木龙头
ic2:itemtoolcutter, 绝缘层铰刀
ic2:itemfoamsprayer, 建筑泡沫喷枪
ic2:itempainters:0, 黑色刷子
ic2:itempainters:0, 红色刷子
ic2:itempainters:0, 绿色刷子
ic2:itempainters:0, 棕色刷子
ic2:itempainters:0, 蓝色刷子
ic2:itempainters:0, 紫色刷子
ic2:itempainters:0, 青色刷子
ic2:itempainters:0, 淡灰色刷子
ic2:itempainters:0, 灰色刷子
ic2:itempainters:0, 粉红色刷子
ic2:itempainters:0, 黄绿色刷子
ic2:itempainters:0, 黄色刷子
ic2:itempainters:0, 淡蓝色刷子
ic2:itempainters:0, 品红色刷子
ic2:itempainters:0, 橙色刷子
ic2:itempainters:0, 白色刷子
ic2:itemdynamites:0, 炸药
ic2:itemdynamites:1, 粘性炸药
ic2:itemremote, 遥控引爆器
ic2:itemfreq, 传送频率遥控器
ic2:itemtoolmeter, EU电表
ic2:itemdebug, 调试工具
ic2:itemmachinetool, 机器工具
ic2:itemthermometer, 温度计
ic2:itemmemorystick, U盘
ic2:itemcrop, 作物架
ic2:itembarrel:0, 空酒桶
ic2:itemweedex, 除草剂
ic2:itemterrawart, 大地疣
ic2:itemcellhydrant, 水化单元
ic2:itemcropseed:0, 小麦作物种子
ic2:itemcropseed:0, 南瓜作物种子
ic2:itemcropseed:0, 西瓜作物种子
ic2:itemcropseed:0, 蒲公英作物种子
ic2:itemcropseed:0, 虞美人作物种子
ic2:itemcropseed:0, 黑刺李作物种子
ic2:itemcropseed:0, 郁金香作物种子
ic2:itemcropseed:0, 缤纷花作物种子
ic2:itemcropseed:0, 雏菊花作物种子
ic2:itemcropseed:0, 奇妙花作物种子
ic2:itemcropseed:0, 七色花作物种子
ic2:itemcropseed:0, 甘蔗作物种子
ic2:itemcropseed:0, 粘性甘蔗作物种子
ic2:itemcropseed:0, 可可作物种子
ic2:itemcropseed:0, 铁叶草作物种子
ic2:itemcropseed:0, 孔雀石作物种子
ic2:itemcropseed:0, 锡叶子作物种子
ic2:itemcropseed:0, 金叶草作物种子
ic2:itemcropseed:0, 银叶子作物种子
ic2:itemcropseed:0, 荧光草作物种子
ic2:itemcropseed:0, 红麦作物种子
ic2:itemcropseed:0, 蓝麦作物种子
ic2:itemcropseed:0, 地狱疣作物种子
ic2:itemcropseed:0, 大地疣作物种子
ic2:itemcropseed:0, 荧光蘑菇作物种子
ic2:itemcropseed:0, 咖啡作物种子
ic2:itemcropseed:0, 啤酒花作物种子
ic2:itemcropseed:0, 胡萝卜作物种子
ic2:itemcropseed:0, 马铃薯作物种子
ic2:itemcropseed:0, 红蘑菇作物种子
ic2:itemcropseed:0, 棕色蘑菇作物种子
ic2:itemcropseed:0, 仙人掌作物种子
ic2:itemcropseed:0, 茶作物种子
ic2:itemcropseed:0, 大麻作物种子
ic2:itemcropseed:0, 甜菜根作物种子
ic2:itemcropseed:0, 橡树树苗作物种子
ic2:itemcropseed:0, 云杉树苗作物种子
ic2:itemcropseed:0, 白桦树苗作物种子
ic2:itemcropseed:0, 丛林树苗作物种子
ic2:itemcropseed:0, 金合欢树苗作物种子
ic2:itemcropseed:0, 深色橡树树苗作物种子
ic2:itemcropanalyzer, 作物分析仪
ic2:coffee:0, 黑咖啡
ic2:coffee:1, 黑咖啡
ic2:coffee:2, 咖啡
ic2:itemteas:0, 冷茶
ic2:itemteas:1, 红茶
ic2:itemteas:2, 茶
ic2:itemteas:3, 冰茶
ic2:itemupgradecontainer, 升级容器
ic2:ic2upgrades:0, 超频升级
ic2:ic2upgrades:1, 高压升级
ic2:ic2upgrades:2, 储能升级
ic2:ic2upgrades:3, 红石信号感应升级
ic2:ic2upgrades:4, 红石信号反转升级
ic2:ic2upgrades:5, 基本输入升级
ic2:ic2upgrades:6, 输入升级
ic2:ic2upgrades:7, 基本输出升级
ic2:ic2upgrades:8, 输出升级
ic2:ic2upgrades:9, 消音升级
ic2:ic2upgrades:10, 静音升级
ic2:ic2upgrades:11, 经验收集升级
ic2:ic2upgrades:12, 效率升级
ic2:ic2upgrades:13, 能量存储倍增升级
ic2:ic2upgrades:14, 噪音升级
ic2:ic2upgrades:15, 循环输出升级
ic2:ic2upgrades:16, 降速升级
ic2:ic2upgrades:17, 过滤型基础输入升级
ic2:ic2upgrades:18, 过滤型输出升级
ic2:ic2upgrades:19, 过滤型基础输入升级
ic2:ic2upgrades:20, 过滤型输出升级
ic2:ic2upgrades:21, 基础流体输入升级
ic2:ic2upgrades:22, 流体输入升级
ic2:ic2upgrades:23, 基础流体输出升级
ic2:ic2upgrades:24, 流体输出升级
ic2:ic2upgrades:25, 过滤型基础流体输入升级
ic2:ic2upgrades:26, 过滤型流体输入升级
ic2:ic2upgrades:27, 过滤型基础流体输出升级
ic2:ic2upgrades:28, 过滤型流体输出升级
ic2:ic2upgrades:29, 反应堆追踪升级
ic2:ic2upgrades:30, 圆石生成升级
ic2:ic2upgrades:31, 合成升级
ic2:ic2upgrades:32, 量子超频升级
ic2:ic2upgrades:33, 锯条效率升级
ic2:ic2upgrades:34, 锯条耐久升级
ic2:ic2upgrades:3000, 创造升级
ic2:itemchargepadupgrade:0, 晶化升级工具
ic2:itemchargepadupgrade:1, MFS单元升级工具
ic2:itemchargepadupgrade:2, 兰波顿升级工具
ic2:itemchargepadupgrade:3, 裂变升级工具
ic2:itemchargepadupgrade:4, 伤害转换模块
ic2:itemchargepadupgrade:5, 排水转换模块
ic2:itemchargepadupgrade:6, 邻阶升压模块
ic2:itemchargepadupgrade:7, 宽频升压模块
ic2:itemchargepadupgrade:8, 护甲优先模块
ic2:itemchargepadupgrade:9, 基础增幅模块
ic2:itemchargepadupgrade:10, 增幅模块
ic2:itemchargepadupgrade:11, 高级增幅模块
ic2:inventoryupgrades:0, 自动化升级
ic2:inventoryupgrades:1, 机器访问升级
ic2:inventoryupgrades:2, 旋转禁阻升级
ic2:inventoryupgrades:3, 格子类型升级
ic2:inventoryupgrades:4, 格子访问升级
ic2:inventoryupgrades:5, 格子边侧升级
ic2:inventoryupgrades:6, 红石禁阻升级
ic2:inventoryupgrades:7, 格子分类升级
ic2:inventoryupgrades:8, 堆叠分类升级
ic2:inventoryupgrades:9, 物品限制升级
ic2:inventoryupgrades:10, 堆叠限制升级
ic2:itembatsu, 一次性电池
ic2:itembatre:0, 充电电池
ic2:itembatre:0, 充电电池
ic2:itembatcrystal, 能量水晶
ic2:itembatlamacrystal, 兰波顿水晶
ic2:itempesd, PESD
ic2:quantumaccumulator, 量子蓄电池
ic2:bigquantumaccumulator, 大型量子蓄电池
ic2:itemdrills:0, 采矿钻头
ic2:itemdrills:0, 采矿钻头
ic2:itemdrills:1, 钻石钻头
ic2:itemdrills:1, 钻石钻头
ic2:itemtoolchainsaw, 链锯
ic2:itemtoolhoe, 电动锄
ic2:itemtreetapelectric, 电动树脂提取器
ic2:electricsprayer, 电力喷雾器
ic2:itemtoolwrenchelectric, 电动扳手
ic2:precisionwrench, 精确扳手
ic2:itemobscurator, 拟态板
ic2:itemmetascanners:0, OD扫描器
ic2:itemmetascanners:0, OD扫描器
ic2:itemmetascanners:1, OV扫描器
ic2:itemmetascanners:1, OV扫描器
ic2:itemmetascanners:2, 远程OD扫描器
ic2:itemmetascanners:2, 远程OD扫描器
ic2:itemmetascanners:3, 远程OV扫描器
ic2:itemmetascanners:3, 远程OV扫描器
ic2:itemmetascanners:4, 大范围OD扫描器
ic2:itemmetascanners:4, 大范围OD扫描器
ic2:itemmetascanners:5, 大范围OV扫描器
ic2:itemmetascanners:5, 大范围OV扫描器
ic2:itemmetascanners:6, 低级OVD扫描器
ic2:itemmetascanners:6, 低级OVD扫描器
ic2:itemmetascanners:7, 中级OVD扫描器
ic2:itemmetascanners:7, 中级OVD扫描器
ic2:itemmetascanners:8, 高级OVD扫描器
ic2:itemmetascanners:8, 高级OVD扫描器
ic2:itemmetascanners:9, 可调节OVD扫描器
ic2:itemmetascanners:9, 可调节OVD扫描器
ic2:itemmetascanners:10, 采石场扫描器
ic2:itemmetascanners:10, 采石场扫描器
ic2:itemmetascanners:11, 流体扫描器
ic2:itemmetascanners:11, 流体扫描器
ic2:itemmetascanners:12, 过滤型流体扫描器
ic2:itemmetascanners:12, 过滤型流体扫描器
ic2:itemmetascanners:13, 过滤型扫描器
ic2:itemmetascanners:13, 过滤型扫描器
ic2:itemnanosabers:0, 纳米剑
ic2:itemnanosabers:0, 纳米剑
ic2:itemtoolmininglaser, 采矿镭射枪
ic2:itemmowingtool, 除草工具
ic2:itemportableteleporter, 便携式传送器
ic2:itemarmorbronzehelmet, 青铜头盔
ic2:itemarmorbronzechestplate, 青铜胸甲
ic2:itemarmorbronzelegs, 青铜护腿
ic2:itemarmorbronzeboots, 青铜靴子
ic2:itemarmoralloyboots, 复合靴子
ic2:itemarmoralloyleggings, 复合裤子
ic2:itemarmoralloychestplate, 复合背心
ic2:itemarmoralloyhelmet, 复合头盔
ic2:itemarmorrubboots, 橡胶靴
ic2:itemarmorhazmatleggings, 防化裤
ic2:itemarmorhazmatchestplate, 防化服
ic2:itemarmorhazmathelmet, 防化头盔
ic2:bronzeshield, 青铜盾牌
ic2:platedshield, 复合盾牌
ic2:nanoshield, 纳米盾牌
ic2:itemarmorcfpack, 建筑泡沫背包
ic2:itemarmorjetpack, 喷气背包
ic2:itemstaticboots, 静电靴
ic2:itemnightvisiongoggles, 夜视镜
ic2:itemsolarhelmets:0, 太阳能头盔
ic2:itemsolarhelmets:1, 高级太阳能头盔
ic2:itemarmorbatpack, 储电背包
ic2:itemarmorlappack, 兰波顿储电背包
ic2:itemarmorquantumpack, 量子背包
ic2:itemarmorindustrialbelt, 工业腰带
ic2:itemarmorjetpackelectric, 电力喷气背包
ic2:itemarmorjetpacknuclear, 核能喷气背包
ic2:itemarmorcombinedjetpack, 压缩型喷气背包
ic2:itemarmornuclearcombindedjetpack, 压缩型核能喷气背包
ic2:itemarmornanoboots, 纳米靴子
ic2:itemarmornanolegs, 纳米护腿
ic2:itemarmornanochestplate, 纳米护甲
ic2:itemarmornanohelmet, 纳米头盔
ic2:itemarmorquantumboots, 量子靴子
